parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,base_weight_0.92,Strategy base weight 0.92,strategy_weight,float,portfolio_weight,0.92,0.92,0.92,NOT_APPLICABLE,,,,0,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-001,medium,PFI/大数据模拟器/qbvs/strategies.py:31,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:61,active,EXTRACTED,TASK-PFI-B-001,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/strategies.py:32:1,0.92,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1e80459087673a18e9c5583a6f1b6391958a288f428e9007290fe3d17d180c24,MACHINE_VERIFIED,
PARAM-134,MOD-009,FORM-009,csv_window_lengths,csv_window_lengths,task_default,string,bars_or_flag,252;504;756,252;504;756,252;504;756,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:24,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::build_csv_task_manifest.window_lengths|join=;,252;504;756,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5cc97f7abe9152ad8d5dafd031ed0d948b5f1b60cd08fc3de0309aba5a16fdb3,MACHINE_VERIFIED,
PARAM-135,MOD-009,FORM-009,csv_step,csv_step,task_default,integer,bars_or_flag,63,63,63,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:25,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::build_csv_task_manifest.step,63,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:903a8982fddb1f4d9ffcb5cc13c826b3472e77bce26dad587bd0d671fe58d3e1,MACHINE_VERIFIED,
PARAM-136,MOD-009,FORM-009,csv_min_bars,csv_min_bars,task_default,integer,bars_or_flag,120,120,120,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:26,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::build_csv_task_manifest.min_bars,120,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:3aff3dfff6029e1b15c437c184ef050b75066060acc52cefc32436731140a3b2,MACHINE_VERIFIED,
PARAM-137,MOD-009,FORM-009,pair_step,pair_step,task_default,integer,bars_or_flag,126,126,126,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:115,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::build_cache_pair_task_manifest.step,126,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ed6af58f400cdc2d74bd82d9532dcc147335339be6c40a2303f26c8887d1220f,MACHINE_VERIFIED,
PARAM-138,MOD-009,FORM-009,windows_per_pair,windows_per_pair,task_default,integer,bars_or_flag,1,1,1,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:118,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::build_cache_pair_task_manifest.windows_per_pair,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:0a456d7686dceaf6abe4c5d1d0a15f6238ce429287a4923cd52bacb653c5a6ca,MACHINE_VERIFIED,
PARAM-139,MOD-009,FORM-009,task_id_hash_length,task_id_hash_length,task_default,integer,bars_or_flag,24,24,24,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:205,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/tasks.py:206:1,24,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:cb76e999e24118d48be89d3ae90fcab6209f4279b309268a7ff32c5f42c10ed3,MACHINE_VERIFIED,
PARAM-140,MOD-009,FORM-009,resume_default,resume_default,task_default,boolean,bars_or_flag,True,True,True,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:214,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::run_task_manifest.resume,true,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1dd330057ed46a453afa1fb92b1979ea1dc8952d2739d542a156897fcc5cf375,MACHINE_VERIFIED,
PARAM-141,MOD-009,FORM-009,skip_low_quality_default,skip_low_quality_default,task_default,boolean,bars_or_flag,False,False,False,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:216,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::run_task_manifest.skip_low_quality,false,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:2f6c5ce0572b8b6f983b374c398296a3d3ad6d6bb79019dcafb9006905dba502,MACHINE_VERIFIED,
PARAM-142,MOD-009,FORM-009,min_quality_score_default,min_quality_score_default,task_default,string,bars_or_flag,None,None,None,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default None; quality threshold disabled unless caller supplies a value,UNKNOWN calibration/source evidence; see TASK-PFI-B-005,medium,PFI/大数据模拟器/qbvs/tasks.py:215,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:95,active,EXTRACTED,TASK-PFI-B-005,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/tasks.py::run_task_manifest.min_quality_score,None,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:da73e2d737b7003a393530e06af10aa7199bb8f2644383d2b6143a07c7bd65fa,MACHINE_VERIFIED,
PARAM-143,MOD-010,FORM-010,chunk_size,chunk_size,campaign_default,integer,count_or_ratio,10000,10000,10000,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:19,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.chunk_size,10000,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b9485985897c5ea33efa61960faad59d09fb127efd40f628cdb50e3db2d51d25,MACHINE_VERIFIED,
PARAM-144,MOD-010,FORM-010,workers,workers,campaign_default,integer,count_or_ratio,1,1,1,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:20,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.workers,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:7340544978148b636a92aaed3316f5b9aa51c273fbe8e00751dd7c67d0d9a419,MACHINE_VERIFIED,
PARAM-145,MOD-010,FORM-010,seconds_per_task,seconds_per_task,campaign_default,float,count_or_ratio,0.05,0.05,0.05,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:21,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.seconds_per_task,0.05,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:7ab0c0b1eb47f466c418ff7acbb3ea8c868b1a5e0a9916d1600b5a1c52e5b1a7,MACHINE_VERIFIED,
PARAM-146,MOD-010,FORM-010,campaign_min_quality_score,campaign_min_quality_score,campaign_default,float,count_or_ratio,70.0,70.0,70.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:22,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.min_quality_score,70,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:47a61ad9118cb1f0822d8099ba9650963c1bf7430bbc153c4afe3e06ecf63e6c,MACHINE_VERIFIED,
PARAM-147,MOD-010,FORM-010,campaign_skip_low_quality,campaign_skip_low_quality,campaign_default,boolean,count_or_ratio,True,True,True,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:23,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.skip_low_quality,true,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:97674b8b69d049c55c7391ab6f1933201fb6e7a8bd0739b6ed49a0407be42ba8,MACHINE_VERIFIED,
PARAM-148,MOD-010,FORM-010,million_test_multiplier,million_test_multiplier,campaign_default,integer,count_or_ratio,1,1,1,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:24,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.million_test_multiplier,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e784d2fae300cc8f621aa93b2e2d9baa1faf737b7ae619fcd9a7fa362094f651,MACHINE_VERIFIED,
PARAM-149,MOD-010,FORM-010,target_symbols,target_symbols,campaign_default,integer,count_or_ratio,200,200,200,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:25,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.target_symbols,200,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:55071ef0ca6365c91374dcce94f1afc7726c5c7f0a8855c22308c82e165b1beb,MACHINE_VERIFIED,
PARAM-150,MOD-010,FORM-010,target_strategies,target_strategies,campaign_default,integer,count_or_ratio,200,200,200,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:26,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.target_strategies,200,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:9050e4a70a4254ad3071ed852d073fb4fb917b9c2405a3c70f9b2f6ed759887a,MACHINE_VERIFIED,
PARAM-151,MOD-010,FORM-010,target_tests_per_strategy,target_tests_per_strategy,campaign_default,integer,count_or_ratio,1000000,1000000,1000000,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:27,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::CampaignConfig.target_tests_per_strategy,1000000,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5453fec511cd54153763c417fb6717d904b9768185220fef2c4d77a98811e4cf,MACHINE_VERIFIED,
PARAM-152,MOD-010,FORM-010,promotion_top_n,promotion_top_n,campaign_default,integer,count_or_ratio,20,20,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:33,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.top_n,20,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:09ebb8568733f2b608e0917909162ee3c4079c23a0d9fba9cd67564f1f6b6f79,MACHINE_VERIFIED,
PARAM-153,MOD-010,FORM-010,promotion_min_samples,promotion_min_samples,campaign_default,integer,count_or_ratio,1,1,1,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:34,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.min_samples,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:cf42d0c3852e4cf0275b673852b75d836a80451290b1841c1a7c6a7825633eeb,MACHINE_VERIFIED,
PARAM-154,MOD-010,FORM-010,promotion_min_pass_rate,promotion_min_pass_rate,campaign_default,float,count_or_ratio,0.6,0.6,0.6,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:35,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.min_pass_rate,0.6,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5e52d47b8dc8f0b137bab5b732eb4287b938ef417ab9e37740774e6a760ba20d,MACHINE_VERIFIED,
PARAM-155,MOD-010,FORM-010,promotion_min_avg_total_gap,promotion_min_avg_total_gap,campaign_default,float,count_or_ratio,-0.08,-0.08,-0.08,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:36,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.min_avg_total_gap,-0.08,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1b2864962abc4bd5d3a3e5c9429ae9126334714fe236ed0e6aef4def0ded9b8e,MACHINE_VERIFIED,
PARAM-156,MOD-010,FORM-010,promotion_min_avg_annualized_gap,promotion_min_avg_annualized_gap,campaign_default,float,count_or_ratio,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:37,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.min_avg_annualized_gap,-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:66f7005615068a8147c250a605cd03d35fa6b01257ca530ba34e64c3bba09b12,MACHINE_VERIFIED,
PARAM-157,MOD-010,FORM-010,promotion_min_avg_drawdown_improvement,promotion_min_avg_drawdown_improvement,campaign_default,float,count_or_ratio,-0.005,-0.005,-0.005,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/campaign.py:38,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:219,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/campaign.py::PromotionConfig.min_avg_drawdown_improvement,-0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:6e1483c3c0d0559351c8872d23c1032a96dfadd3f23a3cbd71a3a84ae0fe97dd,MACHINE_VERIFIED,
PARAM-158,MOD-011,FORM-011,finalist_top_n,finalist_top_n,finalist_selection,integer,count_or_ratio,20,20,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:14,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.top_n,20,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b744acedec1423debdcee77e38ebdb7839ac6221cd499afe766a438cdc179de7,MACHINE_VERIFIED,
PARAM-159,MOD-011,FORM-011,finalist_min_samples,finalist_min_samples,finalist_selection,integer,count_or_ratio,150,150,150,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:15,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.min_samples,150,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:94f868fb336bda98d5ecbe02dcd4766acd818b9f923ff3bc95b58eb3a48dac51,MACHINE_VERIFIED,
PARAM-160,MOD-011,FORM-011,finalist_min_pass_rate,finalist_min_pass_rate,finalist_selection,float,count_or_ratio,0.6,0.6,0.6,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:16,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.min_pass_rate,0.6,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:979365c73238e3ae76c3b2b70b3b5002c7b1f947b2accd4d0e2c9181b5bb156c,MACHINE_VERIFIED,
PARAM-161,MOD-011,FORM-011,finalist_min_avg_total_gap,finalist_min_avg_total_gap,finalist_selection,float,count_or_ratio,-0.08,-0.08,-0.08,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:17,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.min_avg_total_gap,-0.08,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b0b200373f5955fd01be3e41bc1ac9bc820e356fd0ef61435014a535dfc3a86f,MACHINE_VERIFIED,
PARAM-162,MOD-011,FORM-011,finalist_min_avg_annualized_gap,finalist_min_avg_annualized_gap,finalist_selection,float,count_or_ratio,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:18,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.min_avg_annualized_gap,-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:25d3941384deac7e8ce0f5456a2d85b7b47b77ac46e64053939bf1dce6a756bf,MACHINE_VERIFIED,
PARAM-163,MOD-011,FORM-011,finalist_min_avg_drawdown_improvement,finalist_min_avg_drawdown_improvement,finalist_selection,float,count_or_ratio,-0.005,-0.005,-0.005,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:19,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/finalists.py::FinalistSelectionConfig.min_avg_drawdown_improvement,-0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:efb454f3dea8fdfb7ce2aa178dbb8dbfb837f045f8f14736416dd2f083d1faca,MACHINE_VERIFIED,
PARAM-164,MOD-011,FORM-011,finalist_window_lengths,finalist_window_lengths,finalist_selection,string,count_or_ratio,252;504;756,252;504;756,252;504;756,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:54,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/finalists.py::build_finalist_cache_pair_manifest.window_lengths|join=;,252;504;756,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e21dd1f9306d296af923ed3d4707bcc0085318d843248388b71cd4ffdd7a2f1e,MACHINE_VERIFIED,
PARAM-165,MOD-011,FORM-011,finalist_step,finalist_step,finalist_selection,integer,count_or_ratio,63,63,63,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:55,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/finalists.py::build_finalist_cache_pair_manifest.step,63,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e15bcc8dd9405801f658297b1e864c6e82fa23b2b11dd3d845a323970b826cfe,MACHINE_VERIFIED,
PARAM-166,MOD-011,FORM-011,finalist_min_bars,finalist_min_bars,finalist_selection,integer,count_or_ratio,120,120,120,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:56,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/finalists.py::build_finalist_cache_pair_manifest.min_bars,120,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b809b8fed7cacee7c9925bfba4dc80491a85174fec6f97b02a0857996de102a5,MACHINE_VERIFIED,
